"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Margin of Error","","(X)","±1.7","±2.5","±2.8","±2.0","(X)","±0.5","±0.7","±1.2","±1.0","±0.9","±0.9","±0.7","±0.8","±1.0","(X)","±1.9","±2.1","(X)","±2.0","±2.0","(X)","±1.1","±1.7","(X)","±1.6","±2.3","","(X)","±0.9","±1.2","(X)","±0.8","±1.3","(X)","±2.6","±3.0","(X)","±7.8","±11.5","(X)","±3.7","±8.1","(X)","±48.9","±29.6","(X)","±4.8","±3.2","(X)","±2.5","±6.2","(X)","±3.0","±2.4","","±2.6","±1.2","±1.4","±0.8","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","18,029","1,725","5,974","7,821","2,509","129,790","4,434","7,481","35,501","23,414","14,320","25,109","19,531","117,875","44,640","22,731","20,476","8,170","23,920","22,041","10,278","52,503","49,098","19,087","30,636","26,260","7,105","","94,441","87,487","33,642","85,165","79,653","31,019","14,395","12,929","4,669","583","523","53","4,028","3,536","1,985","137","92","0","9,660","7,446","2,008","6,546","5,862","2,283","24,134","20,063","6,260","","(X)","(X)","(X)","(X)","","42,612","19,147","31,675","36,203","55,792","82,780"
"        Margin of Error","","±53","±359","±557","±552","±363","±60","±565","±721","±1,247","±1,152","±954","±835","±988","±932","±1,182","±62","±458","±613","±44","±321","±683","±61","±535","±751","±41","±507","±534","","±757","±996","±1,066","±294","±618","±1,006","±509","±491","±434","±180","±168","±49","±156","±232","±272","±81","±57","±30","±743","±717","±402","±701","±663","±345","*****","±484","±596","","(X)","(X)","(X)","(X)","","±1,104","±1,275","±1,376","±1,816","±3,619","±3,348"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.6%","33.1%","43.4%","13.9%","(X)","3.4%","5.8%","27.4%","18.0%","11.0%","19.3%","15.0%","90.8%","34.4%","(X)","90.1%","35.9%","(X)","92.1%","43.0%","(X)","93.5%","36.4%","(X)","85.7%","23.2%","","(X)","92.6%","35.6%","(X)","93.5%","36.4%","(X)","89.8%","32.4%","(X)","89.7%","9.1%","(X)","87.8%","49.3%","(X)","67.2%","0.0%","(X)","77.1%","20.8%","(X)","89.6%","34.9%","(X)","83.1%","25.9%","","25.7%","14.6%","9.5%","4.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±2.0","±3.1","±3.1","±2.0","(X)","±0.4","±0.6","±1.0","±0.9","±0.7","±0.6","±0.8","±0.7","±0.9","(X)","±2.0","±2.7","(X)","±1.3","±2.9","(X)","±1.0","±1.4","(X)","±1.6","±1.7","","(X)","±0.7","±1.1","(X)","±0.7","±1.2","(X)","±2.3","±3.0","(X)","±12.7","±7.9","(X)","±4.4","±6.5","(X)","±29.9","±23.6","(X)","±4.4","±3.8","(X)","±3.1","±4.3","(X)","±2.0","±2.5","","±3.9","±1.7","±1.4","±0.9","","(X)","(X)","(X)","(X)","(X)","(X)"
"Orleans County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","3,069","481","1,274","1,155","159","29,710","1,084","2,782","12,062","5,480","3,182","3,362","1,758","25,844","5,120","5,456","4,419","793","4,649","3,806","996","12,352","11,253","1,981","7,253","6,366","1,350","","26,305","23,459","4,724","25,851","23,012","4,623","1,831","1,212","132","94","87","17","247","185","60","0","0","0","677","418","64","556","483","123","1,232","918","208","","(X)","(X)","(X)","(X)","","37,392","25,192","32,140","38,888","59,911","58,423"
"        Margin of Error","","±138","±154","±197","±235","±74","±135","±281","±425","±519","±446","±327","±355","±261","±486","±477","±288","±305","±170","±200","±329","±235","±237","±310","±251","±98","±206","±228","","±192","±460","±446","±86","±408","±441","±133","±209","±68","±37","±34","±21","±84","±65","±50","±27","±27","±27","±210","±171","±60","±154","±142","±73","±82","±159","±94","","(X)","(X)","(X)","(X)","","±1,914","±8,161","±2,389","±2,827","±10,552","±8,788"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.7%","41.5%","37.6%","5.2%","(X)","3.6%","9.4%","40.6%","18.4%","10.7%","11.3%","5.9%","87.0%","17.2%","(X)","81.0%","14.5%","(X)","81.9%","21.4%","(X)","91.1%","16.0%","(X)","87.8%","18.6%","","(X)","89.2%","18.0%","(X)","89.0%","17.9%","(X)","66.2%","7.2%","(X)","92.6%","18.1%","(X)","74.9%","24.3%","(X)","-","-","(X)","61.7%","9.5%","(X)","86.9%","22.1%","(X)","74.5%","16.9%","","36.1%","12.2%","9.1%","3.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±5.0","±6.6","±7.1","±2.4","(X)","±0.9","±1.4","±1.8","±1.5","±1.1","±1.2","±0.9","±1.6","±1.6","(X)","±5.6","±3.0","(X)","±5.6","±4.8","(X)","±1.9","±2.0","(X)","±2.8","±3.1","","(X)","±1.6","±1.7","(X)","±1.6","±1.7","(X)","±11.2","±3.6","(X)","±8.6","±21.8","(X)","±16.3","±17.7","(X)","**","**","(X)","±22.4","±9.2","(X)","±9.6","±10.7","(X)","±14.4","±7.9","","±7.8","±2.4","±2.4","±1.6","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,731","306","931","464","30","14,641","603","1,851","6,370","2,498","1,209","1,445","665","12,187","2,110","2,963","2,266","318","2,311","1,743","362","5,978","5,224","763","3,389","2,954","667","","12,882","11,145","1,916","12,665","10,932","1,899","1,010","527","30","40","36","17","124","108","41","0","0","0","331","178","31","254","193","75","629","454","101","","(X)","(X)","(X)","(X)","","43,560","25,920","41,224","50,189","74,727","76,818"
"        Margin of Error","","±108","±114","±151","±156","±30","±136","±181","±326","±385","±306","±230","±224","±167","±325","±275","±201","±182","±108","±113","±204","±113","±137","±207","±166","±74","±127","±131","","±108","±297","±258","±64","±278","±257","±85","±161","±31","±31","±28","±21","±72","±62","±45","±27","±27","±27","±134","±83","±36","±98","±84","±61","±94","±84","±50","","(X)","(X)","(X)","(X)","","±2,189","±2,543","±2,609","±5,523","±14,306","±22,021"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","17.7%","53.8%","26.8%","1.7%","(X)","4.1%","12.6%","43.5%","17.1%","8.3%","9.9%","4.5%","83.2%","14.4%","(X)","76.5%","10.7%","(X)","75.4%","15.7%","(X)","87.4%","12.8%","(X)","87.2%","19.7%","","(X)","86.5%","14.9%","(X)","86.3%","15.0%","(X)","52.2%","3.0%","(X)","90.0%","42.5%","(X)","87.1%","33.1%","(X)","-","-","(X)","53.8%","9.4%","(X)","76.0%","29.5%","(X)","72.2%","16.1%","","34.1%","8.9%","6.2%","1.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±6.5","±9.0","±8.3","±1.7","(X)","±1.2","±2.2","±2.7","±2.1","±1.6","±1.5","±1.1","±2.3","±1.9","(X)","±6.6","±3.5","(X)","±8.0","±4.9","(X)","±3.4","±2.8","(X)","±3.9","±3.9","","(X)","±2.1","±2.0","(X)","±2.1","±2.0","(X)","±18.5","±3.1","(X)","±17.1","±40.4","(X)","±13.4","±26.9","(X)","**","**","(X)","±21.8","±10.7","(X)","±18.2","±18.9","(X)","±14.8","±8.1","","±8.8","±2.3","±3.3","±1.1","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,338","175","343","691","129","15,069","481","931","5,692","2,982","1,973","1,917","1,093","13,657","3,010","2,493","2,153","475","2,338","2,063","634","6,374","6,029","1,218","3,864","3,412","683","","13,423","12,314","2,808","13,186","12,080","2,724","821","685","102","54","51","0","123","77","19","0","0","0","346","240","33","302","290","48","603","464","107","","(X)","(X)","(X)","(X)","","31,380","17,426","24,554","34,495","46,750","51,759"
"        Margin of Error","","±92","±81","±108","±140","±68","±88","±170","±211","±366","±347","±212","±252","±187","±282","±331","±161","±189","±126","±141","±216","±190","±185","±224","±184","±57","±138","±136","","±132","±272","±314","±50","±240","±302","±132","±137","±67","±35","±34","±27","±50","±22","±18","±27","±27","±27","±138","±137","±33","±116","±116","±37","±62","±113","±79","","(X)","(X)","(X)","(X)","","±1,996","±8,951","±3,366","±2,431","±8,915","±5,562"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.1%","25.6%","51.6%","9.6%","(X)","3.2%","6.2%","37.8%","19.8%","13.1%","12.7%","7.3%","90.6%","20.0%","(X)","86.4%","19.1%","(X)","88.2%","27.1%","(X)","94.6%","19.1%","(X)","88.3%","17.7%","","(X)","91.7%","20.9%","(X)","91.6%","20.7%","(X)","83.4%","12.4%","(X)","94.4%","0.0%","(X)","62.6%","15.4%","(X)","-","-","(X)","69.4%","9.5%","(X)","96.0%","15.9%","(X)","76.9%","17.7%","","39.2%","15.9%","11.4%","4.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±6.0","±7.9","±9.5","±5.0","(X)","±1.1","±1.4","±2.5","±2.3","±1.4","±1.7","±1.2","±1.8","±2.2","(X)","±5.9","±5.0","(X)","±7.0","±7.7","(X)","±1.7","±2.9","(X)","±3.0","±3.5","","(X)","±1.8","±2.4","(X)","±1.8","±2.3","(X)","±7.0","±7.6","(X)","±9.5","±43.3","(X)","±25.5","±17.7","(X)","**","**","(X)","±27.6","±10.0","(X)","±5.1","±12.7","(X)","±17.8","±13.4","","±11.8","±3.8","±3.3","±2.5","","(X)","(X)","(X)","(X)","(X)","(X)"
"Oswego County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","12,753","947","3,622","7,067","1,117","80,360","2,084","6,172","29,943","14,770","10,656","9,565","7,170","72,104","16,735","13,990","12,550","3,061","13,116","12,236","3,372","33,771","30,470","6,742","19,483","16,848","3,560","","77,131","69,274","15,872","76,736","69,054","15,790","448","377","57","87","58","5","466","449","221","4","4","0","512","368","194","1,712","1,574","386","1,140","789","335","","(X)","(X)","(X)","(X)","","39,675","24,070","34,289","39,412","50,875","69,067"
"        Margin of Error","","±171","±210","±345","±429","±260","±140","±340","±516","±1,136","±812","±745","±586","±670","±584","±870","±105","±362","±410","±135","±210","±399","±164","±451","±591","±97","±336","±337","","±343","±615","±836","±310","±600","±838","±84","±99","±40","±34","±29","±6","±72","±72","±66","±8","±8","±30","±130","±127","±106","±322","±320","±111","±110","±136","±108","","(X)","(X)","(X)","(X)","","±1,353","±3,420","±1,514","±1,677","±2,722","±5,316"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","7.4%","28.4%","55.4%","8.8%","(X)","2.6%","7.7%","37.3%","18.4%","13.3%","11.9%","8.9%","89.7%","20.8%","(X)","89.7%","21.9%","(X)","93.3%","25.7%","(X)","90.2%","20.0%","(X)","86.5%","18.3%","","(X)","89.8%","20.6%","(X)","90.0%","20.6%","(X)","84.2%","12.7%","(X)","66.7%","5.7%","(X)","96.4%","47.4%","(X)","100.0%","0.0%","(X)","71.9%","37.9%","(X)","91.9%","22.5%","(X)","69.2%","29.4%","","31.9%","14.2%","9.8%","6.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.6","±2.6","±3.3","±2.1","(X)","±0.4","±0.6","±1.4","±1.0","±0.9","±0.7","±0.8","±0.7","±1.1","(X)","±2.4","±2.9","(X)","±1.2","±3.0","(X)","±1.3","±1.7","(X)","±1.7","±1.7","","(X)","±0.7","±1.1","(X)","±0.7","±1.1","(X)","±11.5","±9.4","(X)","±22.5","±7.5","(X)","±4.8","±10.9","(X)","±100.0","±100.0","(X)","±16.5","±18.2","(X)","±2.9","±6.3","(X)","±9.4","±9.1","","±4.1","±1.6","±1.6","±1.4","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","6,587","605","1,622","3,934","426","39,814","1,178","3,684","15,549","7,131","4,949","4,590","2,733","34,952","7,323","7,086","6,230","1,341","6,511","5,922","1,293","17,019","14,858","2,835","9,198","7,942","1,854","","38,389","33,728","6,969","38,175","33,621","6,942","190","140","22","45","34","2","148","147","84","4","4","0","148","119","52","890","780","194","439","287","104","","(X)","(X)","(X)","(X)","","46,769","26,651","42,064","50,484","59,949","78,015"
"        Margin of Error","","±131","±186","±257","±379","±141","±141","±238","±412","±674","±456","±523","±406","±419","±475","±514","±94","±270","±235","±84","±166","±217","±103","±342","±372","±65","±214","±256","","±216","±480","±492","±180","±469","±493","±55","±56","±21","±28","±23","±3","±53","±52","±34","±8","±8","±30","±63","±61","±51","±194","±192","±85","±110","±105","±54","","(X)","(X)","(X)","(X)","","±2,089","±3,460","±3,250","±3,360","±13,379","±15,734"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.2%","24.6%","59.7%","6.5%","(X)","3.0%","9.3%","39.1%","17.9%","12.4%","11.5%","6.9%","87.8%","18.4%","(X)","87.9%","18.9%","(X)","91.0%","19.9%","(X)","87.3%","16.7%","(X)","86.3%","20.2%","","(X)","87.9%","18.2%","(X)","88.1%","18.2%","(X)","73.7%","11.6%","(X)","75.6%","4.4%","(X)","99.3%","56.8%","(X)","100.0%","0.0%","(X)","80.4%","35.1%","(X)","87.6%","21.8%","(X)","65.4%","23.7%","","28.1%","9.5%","7.1%","6.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±2.8","±3.9","±5.5","±2.2","(X)","±0.6","±1.0","±1.7","±1.1","±1.3","±1.0","±1.0","±1.1","±1.3","(X)","±3.6","±3.3","(X)","±2.3","±3.3","(X)","±1.9","±2.2","(X)","±2.4","±2.8","","(X)","±1.1","±1.3","(X)","±1.1","±1.3","(X)","±18.4","±10.6","(X)","±25.4","±7.5","(X)","±1.3","±20.8","(X)","±100.0","±100.0","(X)","±15.5","±25.6","(X)","±5.0","±8.7","(X)","±14.8","±10.9","","±5.0","±1.8","±2.0","±2.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","6,166","342","2,000","3,133","691","40,546","906","2,488","14,394","7,639","5,707","4,975","4,437","37,152","9,412","6,904","6,320","1,720","6,605","6,314","2,079","16,752","15,612","3,907","10,285","8,906","1,706","","38,742","35,546","8,903","38,561","35,433","8,848","258","237","35","42","24","3","318","302","137","0","0","0","364","249","142","822","794","192","701","502","231","","(X)","(X)","(X)","(X)","","33,099","19,288","26,684","33,093","42,225","64,983"
"        Margin of Error","","±118","±102","±244","±232","±208","±76","±201","±341","±715","±572","±455","±364","±435","±371","±565","±65","±201","±275","±106","±146","±278","±115","±223","±421","±58","±223","±220","","±167","±382","±556","±151","±374","±556","±78","±83","±37","±19","±17","±4","±68","±62","±48","±30","±30","±30","±100","±104","±96","±170","±173","±70","*****","±87","±92","","(X)","(X)","(X)","(X)","","±1,276","±2,519","±1,257","±2,000","±2,488","±5,876"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","5.5%","32.4%","50.8%","11.2%","(X)","2.2%","6.1%","35.5%","18.8%","14.1%","12.3%","10.9%","91.6%","23.2%","(X)","91.5%","24.9%","(X)","95.6%","31.5%","(X)","93.2%","23.3%","(X)","86.6%","16.6%","","(X)","91.8%","23.0%","(X)","91.9%","22.9%","(X)","91.9%","13.6%","(X)","57.1%","7.1%","(X)","95.0%","43.1%","(X)","-","-","(X)","68.4%","39.0%","(X)","96.6%","23.4%","(X)","71.6%","33.0%","","37.4%","19.3%","12.3%","5.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.7","±3.9","±3.4","±3.4","(X)","±0.5","±0.8","±1.8","±1.4","±1.1","±0.9","±1.1","±0.9","±1.4","(X)","±2.7","±4.0","(X)","±1.7","±4.2","(X)","±1.2","±2.5","(X)","±2.1","±2.1","","(X)","±1.0","±1.4","(X)","±1.0","±1.4","(X)","±10.0","±15.9","(X)","±35.3","±9.9","(X)","±6.7","±12.7","(X)","**","**","(X)","±20.7","±22.9","(X)","±3.0","±8.0","(X)","±12.3","±13.1","","±5.7","±2.5","±2.2","±1.7","","(X)","(X)","(X)","(X)","(X)","(X)"
"Otsego County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","9,844","757","3,861","4,643","583","39,686","790","2,055","12,789","6,213","4,605","7,023","6,211","36,841","13,234","5,818","5,550","1,948","5,755","5,437","2,157","15,652","14,371","5,090","12,461","11,483","4,039","","37,388","34,781","12,533","36,952","34,457","12,401","497","405","52","58","22","1","427","397","295","59","58","17","222","189","61","1,035","989","275","1,021","842","226","","(X)","(X)","(X)","(X)","","40,055","22,390","33,181","35,924","48,210","62,856"
"        Margin of Error","","±150","±188","±453","±459","±151","±149","±132","±286","±551","±405","±373","±465","±495","±329","±620","±163","±173","±233","±98","±123","±213","±136","±266","±406","±84","±168","±354","","±143","±319","±608","±103","±319","±604","±106","±107","±39","±44","±19","±3","±82","±85","±105","±65","±65","±20","±87","±85","±56","±154","±158","±89","±71","±63","±75","","(X)","(X)","(X)","(X)","","±1,587","±6,385","±2,341","±1,905","±3,129","±4,365"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","7.7%","39.2%","47.2%","5.9%","(X)","2.0%","5.2%","32.2%","15.7%","11.6%","17.7%","15.7%","92.8%","33.3%","(X)","95.4%","33.5%","(X)","94.5%","37.5%","(X)","91.8%","32.5%","(X)","92.2%","32.4%","","(X)","93.0%","33.5%","(X)","93.2%","33.6%","(X)","81.5%","10.5%","(X)","37.9%","1.7%","(X)","93.0%","69.1%","(X)","98.3%","28.8%","(X)","85.1%","27.5%","(X)","95.6%","26.6%","(X)","82.5%","22.1%","","27.6%","13.0%","9.5%","3.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
